"","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude","Regionname","Propertycount","Age"
"589","Brooklyn","1/8 Paw Paw Rd",2,"h",507000,"SP","hockingstuart","25/02/2017",10.9,3012,2,1,2,191,87,2014,"Brimbank",-37.8226,144.8392,"Western Metropolitan",962,9
"590","Oakleigh","13 Hilbert Ct",3,"h",1033000,"S","Buxton","18/03/2017",14,3166,3,1,2,548,115,1975,"Monash",-37.8951,145.101,"Southern Metropolitan",3224,48
"591","Oakleigh","5 Grant St",5,"h",1600000,"PI","Ray","28/05/2016",14,3166,5,3,2,695,305,2015,"Monash",-37.8973,145.0979,"Southern Metropolitan",3224,8
"592","Cremorne","56 Wellington St",3,"h",1900000,"VB","Jellis","18/06/2016",2.5,3121,3,2,2,263,166,2016,"Yarra",-37.8266,144.9894,"Northern Metropolitan",1123,7
"593","Cremorne","12 Melrose St",3,"h",1300000,"S","Biggin","28/05/2016",2.5,3121,2,2,2,138,108,2001,"Yarra",-37.8288,144.9891,"Northern Metropolitan",1123,22
"594","South Kingsville","2/3 New St",2,"h",420000,"SP","Jas","26/07/2016",9.1,3015,2,1,1,78,130,1980,"Hobsons Bay",-37.8262,144.8677,"Western Metropolitan",984,43
"595","Strathmore Heights","4 Boeing Rd",4,"h",1260000,"S","Nelson","10/09/2016",12.5,3041,4,2,2,697,277,2012,"Moonee Valley",-37.7141,144.8995,"Western Metropolitan",389,11
"596","Seaholme","13 Sussex St",5,"h",1415000,"S","Greg","17/09/2016",12.7,3018,5,3,6,705,313,2005,"Hobsons Bay",-37.864,144.8437,"Western Metropolitan",852,18
"597","Keilor Park","31 Swan St",3,"h",720000,"S","Nelson","8/10/2016",14.5,3042,3,1,1,696,132,1975,"Brimbank",-37.725,144.8586,"Western Metropolitan",1119,48
"598","Keilor Park","35 Spence St",3,"h",566000,"S","Nelson","28/05/2016",14.5,3042,3,2,2,554,129,1980,"Brimbank",-37.7212,144.8598,"Western Metropolitan",1119,43
"599","Gardenvale","66A Gardenvale Rd",3,"h",1250000,"PI","Nick","11/02/2017",9.8,3185,3,2,2,236,193,2004,"Glen Eira",-37.8982,145.0121,"Southern Metropolitan",534,19
"600","Gardenvale","25 Magnolia Rd",4,"h",2200000,"S","hockingstuart","28/08/2016",9.8,3185,4,3,3,474,230,2010,"Glen Eira",-37.8988,145.0098,"Southern Metropolitan",534,13
"601","Aberfeldie","2/65 Clifton St",3,"h",1300000,"S","Nelson","8/04/2017",9.1,3040,3,3,2,240,240,2013,"Moonee Valley",-37.762,144.8916,"Western Metropolitan",1543,10
"602","Aberfeldie","3/4 Combermere St",2,"h",470000,"S","Barry","8/04/2017",9.1,3040,2,1,1,70,72.3,1980,"Moonee Valley",-37.7564,144.9043,"Western Metropolitan",1543,43
"603","Avondale Heights","16 Cortina Pl",4,"h",1300000,"SP","Nelson","20/05/2017",10.5,3034,4,3,2,656,322,1990,"Moonee Valley",-37.7522,144.8659,"Western Metropolitan",4502,33
"604","Braybrook","10 Sedge Cl",4,"h",1e+06,"S","Nelson","22/04/2017",10.8,3019,4,3,2,475,319,2002,"Maribyrnong",-37.7759,144.8552,"Western Metropolitan",3589,21
"605","Brighton","24 North Rd",4,"h",4225000,"S","Biggin","8/04/2017",11.2,3186,4,2,2,920,333,1990,"Bayside",-37.8981,144.9902,"Southern Metropolitan",10579,33
"606","Brighton","3/1 Thomson St",4,"h",2e+06,"VB","Kay","13/05/2017",11.2,3186,4,2,2,286,283,1999,"Bayside",-37.8981,145,"Southern Metropolitan",10579,24
"607","Brighton East","55 Milroy St",5,"h",1900000,"PI","Hodges","29/04/2017",10.7,3187,5,3,2,583,271,2009,"Bayside",-37.9057,145.0101,"Southern Metropolitan",6938,14
"608","Brunswick","1/19 Manallack St",4,"h",1210000,"SP","Woodards","8/04/2017",5.2,3056,4,2,1,373,200,2009,"Moreland",-37.7733,144.9599,"Northern Metropolitan",11918,14
"609","Brunswick West","1 McLean St",3,"h",645000,"SP","Nelson","6/05/2017",5.9,3055,3,3,1,131,109,2008,"Moreland",-37.7559,144.9378,"Northern Metropolitan",7082,15
"610","Brunswick West","141 Pearson St",4,"h",1205000,"S","Nelson","29/04/2017",5.9,3055,4,2,2,518,160,1980,"Moreland",-37.7606,144.9499,"Northern Metropolitan",7082,43
"611","Camberwell","72 Hunter Rd",3,"h",1620000,"S","Jellis","13/05/2017",7.8,3124,3,2,2,575,155,2000,"Boroondara",-37.8378,145.0909,"Southern Metropolitan",8920,23
"612","Camberwell","30 Moorhouse St",4,"h",2990000,"S","Marshall","20/05/2017",7.8,3124,4,2,2,742,280,1997,"Boroondara",-37.8284,145.0673,"Southern Metropolitan",8920,26
"613","Coburg","1 Balloan St",6,"h",1455000,"S","Brad","29/04/2017",7.8,3058,6,3,4,768,285,1997,"Moreland",-37.7397,144.9603,"Northern Metropolitan",11204,26
"614","Doncaster","8 Harcourt St",4,"h",1400000,"PI","Barry","8/04/2017",13.9,3108,4,2,2,664,150,1980,"Manningham",-37.7895,145.1116,"Eastern Metropolitan",9028,43
"615","Essendon","2/2 Roberts St",3,"h",960000,"PI","Barry","22/04/2017",8,3040,3,2,1,411,159,1990,"Moonee Valley",-37.7544,144.8986,"Western Metropolitan",9264,33
"616","Flemington","10 Dartford St",3,"h",1250000,"S","McDonald","6/05/2017",4.4,3031,3,2,2,226,140,2002,"Moonee Valley",-37.7824,144.9243,"Northern Metropolitan",3593,21
"617","Flemington","8A John St",3,"h",1085000,"SP","Nelson","22/04/2017",4.4,3031,3,1,1,180,132,1991,"Moonee Valley",-37.7839,144.9273,"Northern Metropolitan",3593,32
"618","Glen Iris","20 Wills St",3,"h",1452000,"SP","Jellis","6/05/2017",9.2,3146,3,2,2,269,184,1997,"Stonnington",-37.854,145.0542,"Southern Metropolitan",10412,26
"619","Glen Iris","184 Finch St",3,"h",3310000,"S","Marshall","20/05/2017",9.2,3146,3,3,2,662,265,1988,"Stonnington",-37.8605,145.0455,"Southern Metropolitan",10412,35
"620","Hampton","125 Linacre Rd",4,"h",2500000,"PI","RT","20/05/2017",13.7,3188,4,3,2,684,317,2008,"Bayside",-37.9436,145.0169,"Southern Metropolitan",5454,15
"621","Hawthorn East","41 Leura Gr",4,"h",3600000,"VB","Jellis","13/05/2017",7.5,3123,4,3,2,667,310,1988,"Boroondara",-37.8374,145.0511,"Southern Metropolitan",6482,35
"622","Hawthorn East","1/27 Auburn Gr",3,"h",1405000,"S","Kay","20/05/2017",7.5,3123,3,2,2,185,185,1985,"Boroondara",-37.8255,145.0481,"Southern Metropolitan",6482,38
"623","Heidelberg","29 Martin St",3,"h",1271000,"S","Fletchers","22/04/2017",10.6,3084,3,2,2,330,171,2008,"Banyule",-37.7524,145.06,"Eastern Metropolitan",2890,15
"624","Heidelberg Heights","14 Shelley St",2,"h",665000,"S","Jellis","6/05/2017",10.5,3081,2,1,1,263,84,1992,"Banyule",-37.7428,145.0511,"Eastern Metropolitan",2947,31
"625","Ivanhoe East","325 The Boulevard",5,"h",2325000,"PI","Jellis","13/05/2017",9,3079,5,3,2,737,325,2008,"Banyule",-37.7794,145.0647,"Eastern Metropolitan",1554,15
"626","Kealba","7 Donnelly Ct",4,"h",646000,"S","Ray","29/04/2017",15,3021,4,2,2,658,198,1980,"Brimbank",-37.7358,144.8217,"Western Metropolitan",1202,43
"627","Keilor East","63 Park Dr",3,"h",843000,"S","Nelson","8/04/2017",12.8,3033,3,2,4,573,176,1980,"Moonee Valley",-37.7473,144.8555,"Western Metropolitan",5629,43
"628","Keilor East","188 Rachelle Rd",3,"h",835000,"S","Brad","8/04/2017",12.8,3033,3,2,2,700,126,1980,"Moonee Valley",-37.7322,144.8722,"Western Metropolitan",5629,43
"629","Keilor East","87A Wyong St",3,"h",635000,"S","Nelson","8/04/2017",12.8,3033,3,2,1,162,115,2015,"Moonee Valley",-37.7308,144.8664,"Western Metropolitan",5629,8
"630","Keilor East","12 Cecelia Dr",3,"h",745000,"S","Nelson","13/05/2017",12.8,3033,3,1,1,535,134,1980,"Moonee Valley",-37.7475,144.852,"Western Metropolitan",5629,43
"631","Kew","8 Mawson St",5,"h",4515000,"S","Marshall","13/05/2017",5.6,3101,5,4,2,800,490,2012,"Boroondara",-37.8147,145.0571,"Southern Metropolitan",10331,11
"632","Maidstone","18 Pullar St",2,"h",472500,"S","Burnham","20/05/2017",9.2,3012,2,1,0,315,89,1990,"Maribyrnong",-37.7835,144.8723,"Western Metropolitan",3873,33
"633","Malvern","18 Chandlers Rd",3,"h",2250000,"S","Marshall","13/05/2017",7.4,3144,3,2,2,192,191,2010,"Stonnington",-37.8654,145.0297,"Southern Metropolitan",4675,13
"634","Malvern East","22 Quentin Rd",4,"h",1380000,"S","hockingstuart","20/05/2017",11.2,3145,4,2,2,230,178,2007,"Stonnington",-37.8806,145.0831,"Southern Metropolitan",8801,16
"635","Malvern East","2 Rotherwood Dr",4,"h",1715157,"S","Jellis","20/05/2017",11.2,3145,4,3,2,380,160,2008,"Stonnington",-37.8792,145.0869,"Southern Metropolitan",8801,15
"636","Malvern East","414 Waverley Rd",3,"h",1220000,"S","Jellis","29/04/2017",11.2,3145,3,1,2,446,134,1980,"Stonnington",-37.8784,145.0654,"Southern Metropolitan",8801,43
"637","Maribyrnong","6 High Ct",5,"h",1620000,"S","Biggin","29/04/2017",8.7,3032,5,3,2,601,274,2001,"Maribyrnong",-37.7637,144.8843,"Western Metropolitan",4918,22
"638","Maribyrnong","1A Riverview Ct",4,"h",1190000,"S","Rendina","29/04/2017",8.7,3032,4,3,2,224,205,2015,"Maribyrnong",-37.7641,144.8885,"Western Metropolitan",4918,8
"639","Moonee Ponds","6A McPherson St",3,"h",1070000,"S","Nelson","20/05/2017",6.9,3039,3,1,2,231,130,1995,"Moonee Valley",-37.7616,144.9284,"Western Metropolitan",6232,28
"640","Newport","195 Blackshaws Rd",3,"h",975000,"S","RT","13/05/2017",8.4,3015,3,2,2,333,192,2010,"Hobsons Bay",-37.8334,144.8673,"Western Metropolitan",5498,13
"641","Northcote","23A Johnson St",2,"h",995000,"PI","Purplebricks","8/04/2017",5.5,3070,2,1,2,228,110,2004,"Darebin",-37.7634,144.9985,"Northern Metropolitan",11364,19
"642","Oak Park","126A Winifred St",3,"h",755000,"SP","Eview","8/04/2017",11.5,3046,3,2,1,341,170,2003,"Moreland",-37.7166,144.9104,"Northern Metropolitan",2651,20
"643","Reservoir","2/87 Purinuan Rd",2,"h",375000,"PI","Nelson","20/05/2017",11.2,3073,2,1,1,101,67,1980,"Darebin",-37.7091,145.0259,"Northern Metropolitan",21650,43
"644","Richmond","2 Portland St",3,"h",3e+06,"VB","Jellis","20/05/2017",2.6,3121,3,2,7,230,204,2011,"Yarra",-37.8213,144.9948,"Northern Metropolitan",14949,12
"645","Strathmore","8 Jones Ct",3,"h",1021000,"S","Considine","8/04/2017",9.7,3041,3,2,2,371,183,2014,"Moonee Valley",-37.7229,144.9055,"Western Metropolitan",3284,9
"646","Sunshine North","3 Belmore Rd",4,"h",775000,"S","Douglas","29/04/2017",13.3,3020,4,1,2,665,147,1980,"Brimbank",-37.7662,144.8383,"Western Metropolitan",4217,43
"647","Sunshine West","32 Killara St",3,"h",716000,"S","Barry","6/05/2017",13.5,3020,3,1,1,534,120,1975,"Brimbank",-37.7886,144.821,"Western Metropolitan",6763,48
"648","Sunshine West","1/10 Fremont Pde",4,"h",515000,"SP","Brad","8/04/2017",13.5,3020,4,2,2,332,159,2006,"Brimbank",-37.7962,144.8064,"Western Metropolitan",6763,17
"649","Surrey Hills","61 Broughton Rd",3,"h",1525000,"S","Fletchers","13/05/2017",11.2,3127,3,2,2,347,195,2013,"Whitehorse",-37.8323,145.105,"Southern Metropolitan",5457,10
"650","Surrey Hills","1/6 Blackburn St",2,"h",1250000,"SP","Fletchers","20/05/2017",11.2,3127,2,2,1,323,96,1980,"Boroondara",-37.823,145.0993,"Southern Metropolitan",5457,43
"651","West Footscray","6/350 Somerville Rd",2,"h",502000,"S","Sweeney","6/05/2017",8.2,3012,2,1,1,2701,79,2011,"Maribyrnong",-37.8109,144.8684,"Western Metropolitan",5058,12
"652","Williamstown","8 Jobson St",3,"h",1245000,"S","hockingstuart","6/05/2017",8,3016,3,2,2,292,117,1980,"Hobsons Bay",-37.8575,144.8922,"Western Metropolitan",6380,43
"653","Williamstown","73a Victoria St",4,"h",2075000,"SP","Greg","6/05/2017",8,3016,4,3,2,324,229,2009,"Hobsons Bay",-37.8622,144.8884,"Western Metropolitan",6380,14
"654","Williamstown","10 Crofton Dr",5,"h",2040000,"S","Greg","13/05/2017",8,3016,5,3,2,531,288,1997,"Hobsons Bay",-37.8629,144.8781,"Western Metropolitan",6380,26
"655","Williamstown","6 Caspian Tce",4,"h",1200000,"SP","Village","29/04/2017",8,3016,4,3,2,183,191,2006,"Hobsons Bay",-37.8566,144.8737,"Western Metropolitan",6380,17
"656","Yarraville","1 Highgate St",4,"h",985500,"S","Jas","13/05/2017",7,3013,4,1,5,445,139,1977,"Maribyrnong",-37.8228,144.8769,"Western Metropolitan",6543,46
"657","Yarraville","292 Hyde St",3,"h",750000,"PI","McGrath","20/05/2017",7,3013,3,2,1,390,126,1980,"Maribyrnong",-37.8227,144.8955,"Western Metropolitan",6543,43
"658","Yarraville","2C Castlemaine St",3,"h",1425000,"PI","Jas","29/04/2017",7,3013,3,3,2,305,220,2007,"Maribyrnong",-37.8149,144.8942,"Western Metropolitan",6543,16
"659","Yarraville","10 Salisbury St",3,"h",950000,"S","Sweeney","29/04/2017",7,3013,3,2,2,287,210.68,2002,"Maribyrnong",-37.8233,144.8825,"Western Metropolitan",6543,21
"660","Airport West","33 Green St",3,"h",720000,"S","Brad","8/04/2017",13.5,3042,3,2,2,305,136,2008,"Moonee Valley",-37.7284,144.8874,"Western Metropolitan",3464,15
"661","Altona","196 Blyth St",5,"h",1480000,"SP","Greg","13/05/2017",13.8,3018,5,3,4,725,201,1980,"Hobsons Bay",-37.8712,144.8107,"Western Metropolitan",5301,43
"662","Ashburton","23 Solway St",4,"h",2220000,"S","Marshall","13/05/2017",11,3147,4,3,2,480,244,2016,"Boroondara",-37.8726,145.0716,"Southern Metropolitan",3052,7
"663","Gowanbrae","3 Birk Ct",3,"h",680000,"S","Nelson","8/04/2017",13.6,3043,3,2,1,277,168,2010,"Moreland",-37.7039,144.8986,"Western Metropolitan",1071,13
"664","Gowanbrae","7 Adelaide Bvd",4,"h",990000,"S","Nelson","13/05/2017",13.6,3043,4,2,2,702,170,2003,"Moreland",-37.7071,144.8989,"Western Metropolitan",1071,20
"665","Gowanbrae","13 Gowanbrae Dr",4,"h",970000,"S","Nelson","29/04/2017",13.6,3043,4,2,3,737,265,2010,"Moreland",-37.7088,144.8938,"Western Metropolitan",1071,13
"666","Keilor Park","7 Zagreb Ct",3,"h",773000,"S","Nelson","29/04/2017",14.5,3042,3,2,2,650,150,1980,"Brimbank",-37.724,144.8514,"Western Metropolitan",1119,43
"667","Williamstown North","5 Nicosia Ct",3,"h",1070000,"PI","Williams","8/04/2017",8.9,3016,3,2,5,442,249,2003,"Hobsons Bay",-37.8538,144.8722,"Western Metropolitan",802,20
"668","Williamstown North","4 Walter St",3,"h",1045000,"S","Williams","29/04/2017",8.9,3016,3,2,3,526,159,1990,"Hobsons Bay",-37.855,144.8742,"Western Metropolitan",802,33
"669","Briar Hill","31A Beaconsfield Rd",3,"h",840000,"S","Barry","1/07/2017",16.1,3088,3,1,2,509,120,2000,"Banyule",-37.70822,145.11495,"Eastern Metropolitan",1390,23
"670","Broadmeadows","21 Graham St",3,"h",518500,"S","YPA","1/07/2017",14,3047,3,1,0,576,110,1999,"Hume",-37.69237,144.93144,"Northern Metropolitan",4294,24
"671","Burnside Heights","31 Batman St",3,"h",535000,"S","Barry","1/07/2017",14.8,3023,3,2,2,472,230,2005,"Melton",-37.7331,144.76282,"Western Metropolitan",1686,18
"672","Cairnlea","16 Homebush Rd",3,"h",630000,"PI","YPA","1/07/2017",14.8,3023,3,2,2,397,145,2007,"Brimbank",-37.75107,144.78415,"Western Metropolitan",2674,16
"673","Donvale","1 Bernarra Ct",7,"h",2705000,"S","Ray","1/07/2017",16.1,3111,7,2,4,5022,409.54,2004,"Manningham",-37.76598,145.19329,"Eastern Metropolitan",4790,19
"674","Eltham","6 Orbel Ct",3,"h",805000,"S","Barry","1/07/2017",18,3095,3,2,0,848,127,1979,"Nillumbik",-37.70913,145.1647,"Eastern Metropolitan",6990,44
"675","Epping","59 Greenfields Dr",4,"h",940000,"SP","Iconek","1/07/2017",19.6,3076,4,3,2,508,364,2012,"Whittlesea",-37.62693,145.01563,"Northern Metropolitan",10926,11
"676","Essendon West","6 Bourke St",3,"h",750000,"VB","Brad","1/07/2017",7.5,3040,3,1,1,236,114,2000,"Moonee Valley",-37.75403,144.8867,"Western Metropolitan",588,23
"677","Essendon West","36 Emerald St",5,"h",2200000,"VB","Nelson","1/07/2017",7.5,3040,5,3,2,607,291,2016,"Moonee Valley",-37.75148,144.88519,"Western Metropolitan",588,7
"678","Hillside","3 Sage Cl",5,"h",650500,"SP","YPA","1/07/2017",18,3037,5,2,2,615,213,2007,"Melton",-37.68455,144.73272,"Western Metropolitan",5556,16
"679","Huntingdale","9/220 Huntingdale Rd",3,"h",750000,"S","Ray","1/07/2017",12.3,3166,3,2,2,321,87,2005,"Monash",-37.90415,145.10504,"Southern Metropolitan",768,18
"680","Keilor Downs","3 Medina Rd",3,"h",735000,"SP","Brad","1/07/2017",15.5,3038,3,2,2,749,180,1979,"Brimbank",-37.72321,144.80882,"Western Metropolitan",3656,44
"681","Kings Park","12 Tanglewood St",3,"h",530000,"SP","YPA","1/07/2017",14,3021,3,1,1,532,112,1975,"Brimbank",-37.731,144.77387,"Western Metropolitan",2878,48
"682","Lalor","11 Benaroon Dr",4,"h",750000,"S","Ray","1/07/2017",16.3,3075,4,2,4,544,205,2008,"Whittlesea",-37.66747,144.98802,"Northern Metropolitan",8279,15
"683","Mitcham","29 Fuller St",3,"h",950000,"S","Noel","1/07/2017",17.2,3132,3,1,2,608,138,1975,"Whitehorse",-37.82583,145.20608,"Eastern Metropolitan",6871,48
"684","Newport","2A Gordon St",2,"h",710000,"S","Williams","1/07/2017",6.2,3015,2,1,2,120,121,2011,"Hobsons Bay",-37.84026,144.86667,"Western Metropolitan",5498,12
"685","Nunawading","31 Olwen St",4,"h",1100000,"S","Fletchers","1/07/2017",15.4,3131,4,2,3,596,136,1975,"Whitehorse",-37.80827,145.18099,"Eastern Metropolitan",4973,48
"686","Point Cook","23 Bevan Ct",5,"h",660000,"S","Reliance","1/07/2017",14.7,3030,5,2,2,571,227.6,2011,"Wyndham",-37.89467,144.72018,"Western Metropolitan",15542,12
"687","Port Melbourne","107 Stokes St",4,"h",2450000,"VB","Lucas","1/07/2017",3.5,3207,4,3,2,210,210,2010,"Port Phillip",-37.83933,144.93771,"Southern Metropolitan",8648,13
"688","St Albans","12 Altyre Ct",3,"h",565000,"S","Bells","1/07/2017",14,3021,3,1,2,614,110,1975,"Brimbank",-37.73074,144.78925,"Western Metropolitan",14042,48
"689","St Albans","9 Gray Ct",3,"h",610000,"PI","YPA","1/07/2017",14,3021,3,1,2,563,171,1989,"Brimbank",-37.7627,144.81107,"Western Metropolitan",14042,34
"690","Tarneit","2 Skylark Ct",3,"h",526000,"S","Purplebricks","1/07/2017",18.4,3029,3,2,2,407,146,2010,"Wyndham",-37.83867,144.7034,"Western Metropolitan",10160,13
"691","Taylors Hill","3 Highlander Ct",4,"h",605500,"S","YPA","1/07/2017",18,3037,4,2,2,724,193,2002,"Melton",-37.71071,144.74962,"Western Metropolitan",4242,21
"692","Thornbury","329 Gillies St",4,"h",2070000,"SP","Jellis","1/07/2017",7,3071,4,3,2,530,251,2016,"Darebin",-37.76281,145.01986,"Northern Metropolitan",8870,7
"693","Viewbank","34 Toumlin Gr",3,"h",905000,"SP","Miles","1/07/2017",8.9,3084,3,2,2,331,166,2001,"Banyule",-37.73298,145.08894,"Eastern Metropolitan",2698,22
"694","Werribee","22 Kramer St",3,"h",510000,"S","Ray","1/07/2017",14.7,3030,3,2,2,658,125,1984,"Wyndham",-37.88688,144.67244,"Western Metropolitan",16166,39
"695","Ascot Vale","27 Hurtle St",3,"h",1500000,"PI","Biggin","3/06/2017",4.3,3032,3,3,1,382,218,2008,"Moonee Valley",-37.77206,144.90397,"Western Metropolitan",6567,15
"696","Bentleigh East","38 Malane St",4,"h",1620000,"S","hockingstuart","3/06/2017",13.8,3165,4,2,2,426,255,2014,"Glen Eira",-37.91657,145.05534,"Southern Metropolitan",10969,9
"697","Brighton East","3 Bown Ct",5,"h",2e+06,"PI","Hodges","3/06/2017",10.3,3187,5,3,2,645,249,1990,"Bayside",-37.91818,145.01513,"Southern Metropolitan",6938,33
"698","Brunswick","18 Boase St",2,"h",7e+05,"PI","Nelson","3/06/2017",5.2,3056,2,1,1,61,112,2007,"Moreland",-37.766,144.96076,"Northern Metropolitan",11918,16
"699","Brunswick","34A Downs St",2,"h",920000,"S","Nelson","3/06/2017",5.2,3056,2,1,1,240,109,1995,"Moreland",-37.75697,144.95543,"Northern Metropolitan",11918,28
"700","Cairnlea","2 Woodsdale Ct",4,"h",821000,"PI","Sweeney","3/06/2017",14.8,3023,4,2,2,638,270.18,2009,"Brimbank",-37.76189,144.78517,"Western Metropolitan",2674,14
"701","Caroline Springs","6 Alma La",3,"h",6e+05,"S","Barry","3/06/2017",14.8,3023,3,1,3,406,196,2005,"Melton",-37.72484,144.74296,"Western Metropolitan",7719,18
"702","Chadstone","3/3 Inga Ct",2,"h",674000,"S","Buxton","3/06/2017",11.7,3148,2,1,1,218,94,1980,"Monash",-37.88093,145.10574,"Southern Metropolitan",3582,43
"703","Coburg North","4 Blanche Ct",3,"h",690000,"S","Brad","3/06/2017",6.7,3058,3,1,2,479,115,1980,"Moreland",-37.73251,144.98178,"Northern Metropolitan",3445,43
"704","Collingwood","24 Mater St",2,"h",1025000,"SP","Jellis","3/06/2017",2,3066,3,2,1,108,162,2005,"Yarra",-37.79531,144.9863,"Northern Metropolitan",4553,18
"705","Doncaster","34 Henry St",5,"h",1600000,"PI","Barry","3/06/2017",12.4,3108,5,2,2,757,335,1980,"Manningham",-37.77536,145.13163,"Eastern Metropolitan",9028,43
"706","Doncaster East","11 Huntingfield Dr",4,"h",1662000,"S","Jellis","3/06/2017",14.3,3109,4,2,2,785,199,1980,"Manningham",-37.7738,145.16712,"Eastern Metropolitan",10999,43
"707","Epping","11 Grimwade Ct",3,"h",540000,"S","R&H","3/06/2017",19.6,3076,3,1,4,699,118,1988,"Whittlesea",-37.65105,145.04613,"Northern Metropolitan",10926,35
"708","Epping","6 Letchworth Pl",3,"h",620000,"S","Harcourts","3/06/2017",19.6,3076,3,1,2,606,120,1975,"Whittlesea",-37.64954,145.03648,"Northern Metropolitan",10926,48
"709","Essendon","24 Butler St",3,"h",1025000,"S","Nelson","3/06/2017",7.5,3040,3,2,2,203,156,2016,"Moonee Valley",-37.75582,144.91061,"Western Metropolitan",9264,7
"710","Hawthorn East","2 Fairmount Rd",4,"h",2320000,"S","RT","3/06/2017",6.2,3123,4,2,2,528,199,1980,"Boroondara",-37.83539,145.0431,"Southern Metropolitan",6482,43
"711","Hillside","4 Whitmore Pl",3,"h",485000,"SP","Brad","3/06/2017",18,3037,3,2,1,453,153,1997,"Melton",-37.68811,144.74999,"Western Metropolitan",5556,26
"712","Ivanhoe","1/12 Thoresby Gr",3,"h",1300000,"PI","Nelson","3/06/2017",7.8,3079,3,2,2,334,128,2005,"Banyule",-37.76538,145.04964,"Eastern Metropolitan",5549,18
"713","Keilor Park","610 Fullarton Rd",3,"h",670000,"SA","Nelson","3/06/2017",10.4,3042,3,1,2,647,126,1975,"Brimbank",-37.72544,144.85259,"Western Metropolitan",1119,48
"714","Lalor","4 Casey Dr",3,"h",521000,"S","Ray","3/06/2017",16.3,3075,3,1,2,589,100,1975,"Whittlesea",-37.67056,145.03698,"Northern Metropolitan",8279,48
"715","Maribyrnong","11 Maireana St",4,"h",1085000,"SP","Biggin","3/06/2017",4.3,3032,4,2,2,238,221.3,2007,"Maribyrnong",-37.7833,144.89717,"Western Metropolitan",4918,16
"716","Mentone","70 Voltri St",3,"h",885000,"S","hockingstuart","3/06/2017",20,3194,3,1,2,530,129,1980,"Kingston",-37.97584,145.08107,"South-Eastern Metropolitan",6162,43
"717","Mill Park","4 Carlita Cl",4,"h",732000,"S","Harcourts","3/06/2017",17.9,3082,3,2,1,808,184,1980,"Whittlesea",-37.67348,145.06982,"Northern Metropolitan",10529,43
"718","Mill Park","7 Eaglet Ct",4,"h",720000,"S","Harcourts","3/06/2017",17.9,3082,4,2,3,649,158,1985,"Whittlesea",-37.67681,145.06414,"Northern Metropolitan",10529,38
"719","Mill Park","6 Parklea Ct",3,"h",556500,"S","LJ","3/06/2017",17.9,3082,3,1,2,526,113.2,1985,"Whittlesea",-37.67561,145.05641,"Northern Metropolitan",10529,38
"720","Moonee Ponds","26 Scotia St",2,"h",760000,"PI","Barry","3/06/2017",6.2,3039,2,1,0,251,110,1980,"Moonee Valley",-37.76856,144.90577,"Western Metropolitan",6232,43
"721","Oakleigh South","5 Ellesmere St",4,"h",1120000,"S","Buxton","3/06/2017",15.5,3167,4,2,2,564,161,1975,"Kingston",-37.93543,145.08408,"South-Eastern Metropolitan",3692,48
"722","Preston","26A Young St",3,"h",955000,"S","Nelson","3/06/2017",8.4,3072,3,1,1,263,123,2000,"Darebin",-37.74739,145.00934,"Northern Metropolitan",14577,23
"723","Seabrook","21 Catherine Rd",3,"h",515000,"SP","LJ","3/06/2017",15.5,3028,3,1,2,531,98,1985,"Hobsons Bay",-37.87793,144.75626,"Western Metropolitan",1793,38
"724","South Kingsville","76 Saltley St",3,"h",790000,"S","McGrath","3/06/2017",6.2,3015,3,2,2,334,129,2003,"Hobsons Bay",-37.83137,144.86731,"Western Metropolitan",984,20
"725","South Yarra","4 Palfreyman St",3,"h",1400000,"SP","Kay","3/06/2017",2.7,3141,3,1,1,136,132,1993,"Stonnington",-37.84497,144.99781,"Southern Metropolitan",14887,30
"726","Strathmore","77 Hillsyde Pde",2,"h",790000,"S","Considine","3/06/2017",8.2,3041,2,2,1,213,120,1990,"Moonee Valley",-37.73519,144.92374,"Western Metropolitan",3284,33
"727","Taylors Hill","16 Kirribilli Bvd",3,"h",680000,"PI","Barry","3/06/2017",18,3037,3,2,2,666,231,2005,"Melton",-37.71594,144.7415,"Western Metropolitan",4242,18
"728","Templestowe","53 Milne St",3,"h",1350000,"S","Jellis","3/06/2017",15.5,3106,3,2,2,809,188,1975,"Manningham",-37.75289,145.12826,"Eastern Metropolitan",6202,48
"729","Thomastown","167 Victoria Dr",3,"h",740000,"S","Harcourts","3/06/2017",15.3,3074,3,2,2,545,152,1983,"Whittlesea",-37.68403,144.99246,"Northern Metropolitan",7955,40
"730","Watsonia North","2/32 Sellars St",3,"h",655000,"SP","Barry","3/06/2017",14.5,3087,3,2,1,253,116,2005,"Banyule",-37.7004,145.09033,"Northern Metropolitan",1442,18
"731","Werribee","1/4 Pepino Ct",3,"h",467000,"S","hockingstuart","3/06/2017",14.7,3030,3,2,1,268,137,2008,"Wyndham",-37.89347,144.66679,"Western Metropolitan",16166,15
"732","Werribee","10 Wallara Rd",3,"h",390000,"S","Hayeswinckle","3/06/2017",14.7,3030,3,1,2,530,109,1987,"Wyndham",-37.90111,144.63302,"Western Metropolitan",16166,36
